Campaign_ID,Budget,Clicks,CTR,CPC_raw,Conversions,CPA_raw,CVR,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions,CPC,CPA,Log_CTR,Log_Conversions,Log_Revenue,Log_ROAS,Log_CPC,Log_CPA,year,month,day,weekday,dayofyear,RPC
C5698,7880,438,0.0584,17.99,49,160.82,0.1119,28,Google,Text,18-24,Male,North America,4851,7643.6,0.63,2024-09-16,7500,17.451141552511416,155.9918367346939,0.056758333818608876,3.912023005428146,8.48714627006394,0.48858001481867097,2.915126241337342,5.056193808676084,2024,9,16,0,260,99.0
C6694,4360,502,0.0735,8.69,453,9.62,0.9024,20,Instagram,Image,25-34,Female,South America,26274,4447.2,5.91,2025-02-06,6829,8.858964143426295,9.817218543046357,0.07092433833669867,6.118097198041348,10.176373195745152,1.9329696377795786,2.2883811066480915,2.3811391741092507,2025,2,6,3,37,58.0
C3220,8820,1037,0.1358,8.51,21,420.0,0.0203,26,Facebook,Image,45-54,Female,South America,777,8908.2,0.09,2024-10-26,7636,8.590356798457089,424.20000000000005,0.12733724846119512,3.091042453358316,6.656726524178391,0.08617769624105233,2.2607580934646756,6.052559646467793,2024,10,26,5,300,37.0
C7995,4400,311,0.2031,14.15,260,16.92,0.836,11,YouTube,Image,18-24,Male,South America,28340,4620.0,6.13,2024-04-13,1531,14.855305466237942,17.76923076923077,0.18490155905734176,5.564520407322694,10.252064798437244,1.9643112344262046,2.763504174044892,2.932218867831665,2024,4,13,5,104,109.0
C7506,5880,1125,0.1174,5.23,977,6.02,0.8684,25,Google,Video,18-24,Female,South America,130918,6056.4,21.62,2024-02-12,9582,5.383466666666666,6.1989764585465705,0.11100455804291136,6.885509670034818,11.782334090333578,3.1188344706879745,1.8537113144688593,1.9739388573813288,2024,2,12,0,43,134.0
C5308,7050,723,0.2075,9.75,468,15.06,0.6473,8,Facebook,Video,18-24,Other,Africa,89388,7332.0,12.19,2024-10-12,3484,10.141078838174273,15.666666666666666,0.18855210654459068,6.150602768446279,11.400752911085663,2.579458966729223,2.41063907345231,2.8134107167600364,2024,10,12,5,286,191.0
C2608,2750,1455,0.2338,1.89,1395,1.97,0.9588,12,LinkedIn,Image,55+,Male,South America,223200,2777.5,80.36,2024-03-21,6223,1.9089347079037802,1.9910394265232976,0.21009883779340122,7.241366283322318,12.315827989765994,4.398883751740304,1.0677869344016977,1.095620961280524,2024,3,21,3,81,160.0
C2475,6970,1832,0.3724,3.8,1141,6.11,0.6228,12,LinkedIn,Video,55+,Male,North America,128933,7318.5,17.62,2024-07-01,4919,3.994814410480349,6.414110429447852,0.31656103200215757,7.040536390215956,11.767055924510617,2.924236271848921,1.6084002563512614,2.003384999336775,2024,7,1,0,183,113.0
C3998,5140,1956,0.3191,2.63,413,12.45,0.2111,12,LinkedIn,Carousel,55+,Male,Europe,55342,5397.0,10.25,2025-02-02,6129,2.7592024539877302,13.067796610169491,0.2769496858727371,6.025865973825314,10.921305462207695,2.4203681286504293,1.3242068216014597,2.643888256884924,2025,2,2,6,33,134.0
C6209,3960,829,0.0893,4.78,150,26.4,0.1809,13,YouTube,Image,18-24,Female,North America,8250,3999.6,2.06,2024-10-04,9283,4.824607961399276,26.663999999999998,0.08553528810626275,5.017279836814924,9.018089684104343,1.1184149159642893,1.762091694422759,3.320131928940935,2024,10,4,4,278,55.0
C4755,4740,635,0.1876,7.46,78,60.77,0.1228,12,LinkedIn,Text,18-24,Other,North America,3354,4550.4,0.74,2024-07-13,3384,7.165984251968504,58.33846153846154,0.17193446390746767,4.3694478524670215,8.118207049405783,0.5538851132264376,2.0999772644077095,4.083257688312591,2024,7,13,5,195,43.0
C4279,8900,1967,0.4551,4.52,390,22.82,0.1983,21,Facebook,Image,18-24,Other,Europe,39390,8633.0,4.56,2024-11-11,4322,4.388917132689374,22.135897435897437,0.3750746267840959,5.968707559985366,10.581292642796804,1.715598108262491,1.6843444617110994,3.1413854128708087,2024,11,11,0,316,101.0
C8550,6400,1500,0.5427,4.27,1263,5.07,0.842,10,LinkedIn,Carousel,18-24,Female,South America,125037,6592.0,18.97,2024-08-13,2763,4.394666666666667,5.219319081551861,0.43353412803575675,7.142036574706803,11.736372970085801,2.994231147427724,1.6854108111973347,1.8276604283392304,2024,8,13,1,226,99.0
C4057,5540,54,0.0093,102.59,29,191.03,0.537,24,YouTube,Text,55+,Other,North America,5133,5263.0,0.98,2024-03-11,5806,97.46296296296296,181.48275862068965,0.009257021262676761,3.4011973816621555,8.543640361431086,0.6830968447064438,4.589680466940064,5.206655695248372,2024,3,11,0,71,177.0
C9797,8330,1235,0.3323,6.74,907,9.18,0.7344,14,Facebook,Image,45-54,Other,Africa,134236,8746.5,15.35,2024-03-02,3716,7.082186234817814,9.643329658213892,0.2869067719840292,6.811244378601294,11.807362173417939,2.7942278973432626,2.089662409550631,2.364933372760735,2024,3,2,5,62,148.0
C6182,8180,1100,0.165,7.44,452,18.1,0.4109,14,LinkedIn,Text,45-54,Other,South America,54240,8507.2,6.38,2024-03-24,6666,7.733818181818182,18.8212389380531,0.1527210870176639,6.115892125483034,10.901192359022497,1.998773638612381,2.167202637560012,2.9867540364362526,2024,3,24,6,84,120.0
C7386,9130,108,0.0155,84.54,38,240.26,0.3519,30,LinkedIn,Carousel,55+,Other,South America,7600,9586.5,0.79,2024-04-29,6967,88.76388888888889,252.27631578947367,0.015381102038302324,3.6635616461296463,8.936035096566041,0.5822156198526637,4.49718276624684,5.534481050028305,2024,4,29,0,120,200.0
C3248,7360,1948,0.9634,3.78,1587,4.64,0.8147,19,Facebook,Text,45-54,Male,Europe,234876,7728.0,30.39,2024-08-26,2022,3.9671457905544147,4.869565217391305,0.674677664276284,7.370230641807081,12.366817251847156,3.4464893708538624,1.6028453875274375,1.7697805625092797,2024,8,26,0,239,148.0
C5065,4000,493,0.0678,8.11,473,8.46,0.9594,25,Instagram,Video,45-54,Male,South America,31218,3840.0,8.13,2024-10-08,7271,7.789046653144016,8.118393234672304,0.0656004570839488,6.161207321695077,10.348782162806907,2.211565694606877,2.1735062476972193,2.21029360815591,2024,10,8,1,282,66.0
C5236,2090,751,0.3623,2.78,466,4.48,0.6205,20,Instagram,Text,35-44,Female,Europe,43804,2110.9,20.75,2024-12-21,2072,2.810785619174434,4.529828326180258,0.30917444778987807,6.1463292576688975,10.687503245100464,3.079613757534693,1.337835367140846,1.7101567709619965,2024,12,21,5,356,94.0
C2760,7070,1219,0.5328,5.8,204,34.66,0.1674,17,YouTube,Carousel,35-44,Female,Africa,30804,7352.8,4.19,2024-11-19,2287,6.031829368334701,36.043137254901964,0.4270961282344591,5.3230099791384085,10.33543229344867,1.6467336971777973,1.9504468950621245,3.6120831052976365,2024,11,19,1,324,151.0
C5987,5010,312,0.0878,16.06,76,65.92,0.2436,25,LinkedIn,Video,35-44,Female,Asia,14136,4959.9,2.85,2024-06-14,3553,15.897115384615384,65.26184210526316,0.08415730800672333,4.343805421853684,9.556550752867032,1.3480731482996928,2.8271429200594276,4.193614197651365,2024,6,14,4,166,186.0
C8070,3020,1231,0.241,2.45,492,6.14,0.3997,23,YouTube,Image,25-34,Male,Africa,44280,2989.8,14.81,2024-09-26,5107,2.4287571080422423,6.076829268292683,0.21591750622247016,6.20050917404269,10.698310970126737,2.7606426512213806,1.232197836338542,1.9568259639323096,2024,9,26,3,270,90.0
C7438,2910,544,0.086,5.35,244,11.93,0.4485,14,Instagram,Image,55+,Female,North America,20496,2764.5,7.41,2024-07-27,6325,5.0818014705882355,11.329918032786885,0.08250122151174369,5.501258210544727,9.928033812954128,2.1294214739848565,1.8053009465961716,2.5120286693672047,2024,7,27,5,209,84.0
C4391,7930,224,0.0417,35.4,70,113.29,0.3125,29,YouTube,Video,35-44,Other,Europe,8330,8247.2,1.01,2024-04-15,5371,36.81785714285714,117.81714285714287,0.04085399400826605,4.2626798770413155,9.027738775974909,0.6981347220709844,3.632781402261205,4.77758569666258,2024,4,15,0,106,119.0
C2588,6710,1570,0.4906,4.27,1436,4.67,0.9146,24,YouTube,Image,25-34,Other,Europe,104828,6642.9,15.78,2024-07-20,3200,4.2311464968152865,4.6259749303621165,0.3991787234654564,7.270312886079025,11.560085730147089,2.8201877010390604,1.6546304695048888,1.727394254025408,2024,7,20,5,202,73.0
C7291,2470,135,0.0147,18.3,77,32.08,0.5704,8,Facebook,Video,25-34,Other,Asia,14630,2445.3,5.98,2024-03-25,9183,18.113333333333333,31.75714285714286,0.014593002302900148,4.356708826689592,9.590897844378162,1.9430489167742813,2.9503861717871143,3.4891210408085453,2024,3,25,0,85,190.0
C4765,3060,1264,0.2901,2.42,341,8.97,0.2698,16,Google,Carousel,35-44,Female,North America,28644,3029.4,9.46,2025-01-18,4357,2.3966772151898734,8.883870967741936,0.2547197347489539,5.834810737062605,10.262734186842678,2.347558458636777,1.2227976641131855,2.29090423338129,2025,1,18,5,18,84.0
C7311,9610,423,0.3246,22.72,78,123.21,0.1844,27,YouTube,Text,45-54,Male,Europe,11622,9225.6,1.26,2024-03-28,1303,21.809929078014186,118.27692307692308,0.281110527068742,4.3694478524670215,9.360741172643708,0.8153648132841945,3.127195927041756,4.781447874323322,2024,3,28,3,88,149.0
C2978,2170,394,0.0655,5.51,70,31.0,0.1777,27,LinkedIn,Image,25-34,Male,South America,11130,2061.5,5.4,2024-12-15,6015,5.232233502538071,29.45,0.06344417255653477,4.2626798770413155,9.317489287493226,1.8562979903656263,1.8297347761813654,3.416085994155906,2024,12,15,6,350,159.0
C2672,8340,1564,0.249,5.33,969,8.61,0.6196,19,LinkedIn,Image,35-44,Female,South America,76551,8173.2,9.37,2024-06-23,6281,5.225831202046035,8.43467492260062,0.22234323114344062,6.877296071497429,11.245725527459099,2.3389170222414357,1.8287069598700088,2.2443917238125977,2024,6,23,6,175,79.0
C1198,5780,163,0.0478,35.46,103,56.12,0.6319,16,Instagram,Image,18-24,Female,Europe,10403,5953.4,1.75,2024-12-10,3410,36.523926380368096,57.8,0.04669272799198229,4.6443908991413725,9.249945626568541,1.0116009116784799,3.624978766327234,4.074141854904581,2024,12,10,1,345,101.0
C2879,5200,1159,0.4003,4.49,143,36.36,0.1234,17,LinkedIn,Image,35-44,Female,North America,15301,5460.0,2.8,2024-12-28,2895,4.710957722174288,38.18181818181818,0.33668649937959433,4.969813299576001,9.635738817791797,1.33500106673234,1.742386736779171,3.668212817305377,2024,12,28,5,363,107.0
C2768,5570,494,0.1625,11.28,236,23.6,0.4777,23,Facebook,Video,55+,Female,Asia,27140,5458.6,4.97,2024-07-06,3040,11.049797570850203,23.129661016949154,0.15057285847937432,5.4680601411351315,10.20880077869385,1.7867469274045107,2.4890478606959894,3.1834418313388917,2024,7,6,5,188,115.0
C2382,7940,943,0.1388,8.42,160,49.62,0.1697,22,LinkedIn,Carousel,18-24,Other,South America,15200,8178.2,1.86,2024-10-28,6793,8.67253446447508,51.113749999999996,0.12997507642174544,5.081404364984463,9.62911649414402,1.0508216248317612,2.2692903707265377,3.9534288294867643,2024,10,28,0,302,95.0
C5327,3180,410,0.1267,7.76,396,8.03,0.9659,10,YouTube,Image,45-54,Other,Europe,30096,3339.0,9.01,2024-06-16,3235,8.14390243902439,8.431818181818182,0.11929300618798318,5.983936280687191,10.312180777995717,2.303584593327129,2.2130872570375586,2.2440888863124373,2024,6,16,6,168,76.0
C8534,9130,1897,0.5738,4.81,127,71.89,0.0669,25,Facebook,Image,45-54,Female,South America,17272,9038.7,1.91,2024-09-08,3306,4.764733790195045,71.17086614173229,0.4534930771187459,4.852030263919617,9.756899867693285,1.0681530811834012,1.7517589757589207,4.2790364484217855,2024,9,8,6,252,136.0
C6153,7510,544,0.1825,13.81,88,85.34,0.1618,14,YouTube,Video,55+,Other,North America,5016,7510.0,0.67,2024-09-25,2980,13.805147058823529,85.3409090909091,0.16763084138395098,4.48863636973214,8.520587424484253,0.5128236264286639,2.694974894555457,4.458303519269364,2024,9,25,2,269,57.0
C5259,2590,980,0.2695,2.64,551,4.7,0.5622,12,Instagram,Carousel,45-54,Female,North America,24244,2486.4,9.75,2024-11-03,3636,2.5371428571428574,4.512522686025409,0.23862312216259607,6.313548046277095,10.095965689539453,2.3749057545736716,1.2633192987610822,1.7070223561432551,2024,11,3,6,308,44.0
C9489,4130,935,0.7397,4.42,652,6.33,0.6973,23,LinkedIn,Text,45-54,Other,North America,119316,4088.7,29.18,2024-07-30,1264,4.372941176470588,6.27101226993865,0.5537126845683675,6.481577129276431,11.689539095838589,3.407179453339703,1.6813754637006368,1.9838955211838456,2024,7,30,1,212,183.0
C6841,2290,919,0.0975,2.49,220,10.41,0.2394,29,Google,Carousel,25-34,Male,Europe,28380,2198.4,12.91,2024-10-16,9425,2.392165397170838,9.992727272727274,0.09303486596718936,5.3981627015177525,10.253475186175006,2.6326080059353516,1.2214684776992635,2.397233897112887,2024,10,16,2,290,129.0
C2310,2070,777,0.1777,2.66,537,3.85,0.6911,26,Facebook,Text,55+,Female,North America,79476,1966.5,40.41,2024-10-27,4372,2.530888030888031,3.6620111731843576,0.16356338386536573,6.2878585601617845,11.28322295060864,3.723522397557476,1.2615494061313826,1.5394469372611348,2024,10,27,6,301,148.0
C2224,5990,393,0.0504,15.24,372,16.1,0.9466,9,Google,Video,18-24,Male,Europe,30876,5990.0,5.15,2025-01-11,7797,15.241730279898219,16.102150537634408,0.04917104400644938,5.921578419643816,10.337766849160253,1.8164520818184267,2.7875838733867964,2.8392042180359427,2025,1,11,5,11,83.0
C2921,6340,585,0.0809,10.84,299,21.2,0.5111,12,LinkedIn,Text,18-24,Male,Africa,56511,6403.4,8.83,2024-11-08,7231,10.945982905982905,21.416053511705684,0.07779402744002019,5.703782474656201,10.942208283963632,2.285438934159075,2.480395063368433,3.109777376802084,2024,11,8,4,313,189.0
C6627,3190,830,0.0997,3.84,24,132.92,0.0289,26,Google,Image,35-44,Other,Africa,2520,3285.7,0.77,2024-07-13,8324,3.9586746987951806,136.90416666666667,0.09503741533475171,3.2188758248682006,7.83241092718792,0.5709795465857378,1.6011385072095852,4.926558999474526,2024,7,13,5,195,105.0
C3701,3470,181,0.1425,19.17,173,20.06,0.9558,16,Facebook,Text,18-24,Male,North America,30794,3435.3,8.96,2024-11-29,1270,18.979558011049726,19.85722543352601,0.1332188437862227,5.159055299214529,10.335107618121144,2.298577071596507,2.994709651406639,3.0377004317868437,2024,11,29,4,334,178.0
C4322,3740,813,0.0875,4.6,229,16.33,0.2817,10,Google,Text,25-34,Male,North America,21526,3814.8,5.64,2024-02-24,9291,4.692250922509225,16.658515283842796,0.08388148398070211,5.438079308923196,9.977063240194447,1.8931119634883424,1.7391057626201978,2.8712181193789608,2024,2,24,5,55,94.0
C6047,5850,556,0.0561,10.52,56,104.46,0.1007,30,YouTube,Image,25-34,Female,North America,8232,6025.5,1.37,2024-12-14,9910,10.837230215827338,107.59821428571429,0.05458287777029171,4.04305126783455,9.015905747298426,0.8628899551470398,2.47124966761488,4.687654964323342,2024,12,14,5,349,147.0
C6788,4730,1724,0.478,2.74,539,8.78,0.3126,17,YouTube,Video,45-54,Male,North America,76538,4824.6,15.86,2024-08-30,3606,2.7984918793503484,8.951020408163266,0.39068982252601003,6.29156913955832,11.245555693830326,2.8249439525737094,1.334604114101897,2.29767509949649,2024,8,30,4,243,142.0
C8368,9640,258,0.1527,37.36,115,83.83,0.4457,16,YouTube,Video,25-34,Male,Africa,5405,9640.0,0.56,2024-06-11,1689,37.36434108527132,83.82608695652173,0.14210701662482983,4.7535901911063645,8.595264726836392,0.44468582126144574,3.647128410590214,4.440603124693961,2024,6,11,1,163,47.0
C1811,8630,1370,0.2234,6.3,650,13.28,0.4745,27,YouTube,Text,45-54,Female,North America,103350,8284.8,12.47,2024-11-16,6132,6.047299270072992,12.745846153846152,0.20163386782632742,6.478509642208569,11.545886240921837,2.6004649904222727,1.9526444611702738,2.6207366805697188,2024,11,16,5,321,159.0
C7004,5440,353,0.179,15.41,260,20.92,0.7365,28,Instagram,Carousel,45-54,Other,Africa,13260,5494.4,2.41,2024-03-14,1972,15.564872521246459,21.13230769230769,0.16466662155523387,5.564520407322694,9.4925826756776,1.2267122912954254,2.8072843400534553,3.0970384275376186,2024,3,14,3,74,51.0
C1533,3480,85,0.0092,40.94,40,87.0,0.4706,7,LinkedIn,Carousel,45-54,Male,Europe,5440,3445.2,1.58,2024-12-18,9239,40.53176470588235,86.13,0.009157937784765629,3.713572066704308,8.601718146485926,0.9477893989335261,3.726458549055862,4.467401256243195,2024,12,18,2,353,136.0
C9963,4070,489,0.0544,8.32,17,239.41,0.0348,25,LinkedIn,Carousel,25-34,Other,Africa,2584,3947.9,0.65,2025-01-17,8988,8.073415132924335,232.2294117647059,0.05297188476610572,2.8903717578961645,7.85748078694253,0.5007752879124893,2.205348723899326,5.452022569013727,2025,1,17,4,17,152.0
C1805,5820,1447,0.1502,4.02,521,11.17,0.3601,21,Instagram,Video,55+,Female,North America,87007,5936.4,14.66,2024-07-04,9633,4.102557014512785,11.394241842610365,0.13993584029751674,6.257667587882639,11.373755347432198,2.751109690562657,1.6297417894782962,2.5172319972275767,2024,7,4,3,186,167.0
C6513,4470,1315,0.2208,3.4,419,10.67,0.3186,20,Facebook,Carousel,35-44,Male,Europe,51118,4291.2,11.91,2024-06-14,5955,3.263269961977186,10.241527446300715,0.1995063815480555,6.040254711277414,10.841911527044745,2.558002204858551,1.450036462537856,2.419614729031815,2024,6,14,4,166,122.0
C4429,2450,307,0.1463,7.98,23,106.52,0.0749,20,Google,Text,35-44,Female,Asia,4462,2327.5,1.92,2024-07-30,2098,7.5814332247557,101.19565217391305,0.13653936413882692,3.1780538303479458,8.40357646462927,1.0715836162801904,2.1496009420621434,4.626889134535036,2024,7,30,1,212,194.0
C2000,2050,321,0.0467,6.39,200,10.25,0.6231,9,Facebook,Video,45-54,Other,Asia,37600,2111.5,17.81,2024-10-06,6873,6.577881619937695,10.5575,0.04564235787870107,5.303304908059076,10.534785924769006,2.934388643312939,2.0252336909301443,2.4473345768802433,2024,10,6,6,280,188.0
C9598,7600,1069,0.2562,7.11,236,32.2,0.2208,8,LinkedIn,Image,45-54,Other,Africa,38940,7904.0,4.93,2024-08-27,4172,7.3938260056127225,33.49152542372882,0.22809129103814332,5.4680601411351315,10.569802959130607,1.780024213009634,2.1274964362730127,3.540713653970976,2024,8,27,1,240,165.0
C7377,2550,1223,0.3811,2.09,455,5.6,0.372,10,Instagram,Text,25-34,Female,Africa,22750,2677.5,8.5,2024-07-26,3209,2.189288634505315,5.884615384615385,0.32288028310174594,6.1224928095143865,10.032364379457015,2.2512917986064953,1.1597978933411954,1.929289267819273,2024,7,26,4,208,50.0
C5542,4930,723,0.2746,6.82,271,18.19,0.3748,26,YouTube,Text,18-24,Female,South America,12195,4831.4,2.52,2024-10-04,2632,6.682434301521438,17.828044280442803,0.2426324038980567,5.605802066295998,9.408863308108145,1.2584609896100056,2.0389364632802986,2.9353474753760924,2024,10,4,4,278,45.0
C1776,5900,208,0.0213,28.37,195,30.26,0.9375,25,LinkedIn,Carousel,35-44,Female,Europe,36855,5900.0,6.25,2024-03-21,9765,28.365384615384617,30.256410256410255,0.021076325601916215,5.278114659230517,10.514773706615753,1.9810014688665833,3.379816586637205,3.442224483351625,2024,3,21,3,81,189.0
C1535,6590,627,0.119,10.51,550,11.98,0.8772,11,Facebook,Carousel,18-24,Female,Asia,45650,6392.3,7.14,2024-12-24,5268,10.19505582137161,11.622363636363637,0.11243542932978817,6.311734809152915,10.728780791588225,2.096790180014449,2.41547223631534,2.535470132473219,2024,12,24,1,359,83.0
C2675,4210,867,0.16,4.86,589,7.15,0.6794,25,YouTube,Carousel,45-54,Male,Asia,48298,4167.9,11.59,2024-10-26,5418,4.8072664359861585,7.07623089983022,0.1484200051182733,6.380122536899765,10.785166135492588,2.532902848056256,1.7591099672017012,2.0889252909074347,2024,10,26,5,300,82.0
